RespondentID,Department,Region,Tenure,Q1. I feel valued at work,Q2. My manager supports my growth,Q3. Workload is sustainable,Q4. I have the tools I need,Q5. I understand company strategy,Q6. I can be my authentic self,Q7. I would recommend us as a place to work,Q8. I see a path to grow here,What_is_working,What_to_improve
R1445,Operations,LATAM,3-5y,2,3,4,3,4,2,2,3,Flexible hours help a lot.,Compensation lags the market.
R1446,Finance,EMEA,3-5y,5,3,4,3,4,5,5,3,"Good customers, meaningful work.",Tooling is fragmented.
R1447,People,NA,<1y,3,4,5,4,4,2,4,4,Strong onboarding buddy program.,Cross-team handoffs are slow.
R1448,Product,LATAM,<1y,5,3,4,3,3,2,3,3,I learn something new every week.,Career paths are unclear.
R1449,People,EMEA,<1y,5,4,3,5,4,5,3,4,Managers actually listen.,On-call load is heavy this quarter.
R1450,Finance,EMEA,1-3y,3,4,4,5,3,5,5,5,Managers actually listen.,Compensation lags the market.
R1451,Sales,LATAM,1-3y,4,5,5,2,4,2,3,4,Flexible hours help a lot.,Promotion process feels opaque.
R1452,Operations,APAC,1-3y,5,3,3,4,4,4,4,3,I learn something new every week.,Compensation lags the market.
R1453,Marketing,NA,5y+,4,3,4,4,3,3,3,3,Managers actually listen.,Not enough headcount for the roadmap.
R1454,Sales,NA,5y+,3,3,4,3,2,2,3,3,Strong onboarding buddy program.,Tooling is fragmented.
R1455,Finance,APAC,1-3y,4,5,5,3,4,4,2,2,Strong onboarding buddy program.,Cross-team handoffs are slow.
R1456,Engineering,EMEA,<1y,4,5,3,3,3,3,4,4,Strong onboarding buddy program.,Cross-team handoffs are slow.
R1457,People,NA,<1y,4,4,3,4,3,3,3,3,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R1458,Finance,APAC,<1y,4,4,3,3,4,3,4,4,Great teammates and a real mission.,Not enough headcount for the roadmap.
R1459,Product,EMEA,<1y,4,4,3,3,3,3,3,3,I learn something new every week.,Promotion process feels opaque.
R1460,Finance,EMEA,<1y,4,3,4,3,5,4,3,3,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R1461,Marketing,NA,1-3y,3,4,4,2,4,3,4,4,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R1462,Operations,APAC,<1y,2,3,3,3,4,4,3,3,Interesting technical challenges.,Compensation lags the market.
R1463,Customer Success,APAC,3-5y,4,4,5,4,4,4,4,3,"Good customers, meaningful work.",Promotion process feels opaque.
R1464,Sales,LATAM,<1y,2,4,3,3,5,2,5,3,Great teammates and a real mission.,Compensation lags the market.
R1465,Operations,LATAM,<1y,4,3,5,3,4,4,4,3,Interesting technical challenges.,Compensation lags the market.
R1466,Product,LATAM,<1y,4,5,3,3,4,3,4,3,Strong onboarding buddy program.,Cross-team handoffs are slow.
R1467,People,APAC,3-5y,4,5,3,4,5,3,2,4,"Good customers, meaningful work.",Compensation lags the market.
R1468,Finance,APAC,3-5y,4,3,4,3,4,2,4,5,Strong onboarding buddy program.,On-call load is heavy this quarter.
R1469,Sales,LATAM,<1y,4,2,3,5,3,3,4,4,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R1470,Finance,NA,1-3y,4,3,5,4,4,3,2,4,Great teammates and a real mission.,Promotion process feels opaque.
R1471,Customer Success,APAC,1-3y,3,3,5,4,3,3,4,3,Leadership is transparent in town halls.,Career paths are unclear.
R1472,Sales,APAC,3-5y,4,4,3,4,4,3,4,3,Strong onboarding buddy program.,On-call load is heavy this quarter.
R1473,Customer Success,APAC,3-5y,5,3,4,5,4,3,5,3,I learn something new every week.,Cross-team handoffs are slow.
R1474,Customer Success,APAC,5y+,4,4,3,4,3,4,5,4,Strong onboarding buddy program.,On-call load is heavy this quarter.
R1475,Marketing,LATAM,5y+,2,3,3,4,4,3,4,3,Flexible hours help a lot.,Not enough headcount for the roadmap.
R1476,Engineering,EMEA,5y+,3,4,3,3,4,4,3,3,Leadership is transparent in town halls.,Compensation lags the market.
R1477,Sales,APAC,<1y,3,4,4,3,2,2,2,3,Flexible hours help a lot.,Tooling is fragmented.
R1478,Operations,APAC,1-3y,3,2,3,3,4,4,4,4,I learn something new every week.,Promotion process feels opaque.
R1479,People,LATAM,1-3y,4,3,3,5,4,5,5,2,Great teammates and a real mission.,Career paths are unclear.
R1480,Marketing,APAC,3-5y,3,4,4,4,4,3,5,5,Interesting technical challenges.,Compensation lags the market.
R1481,Operations,NA,<1y,2,4,4,2,5,4,4,5,Great teammates and a real mission.,Tooling is fragmented.
R1482,Operations,NA,3-5y,2,4,3,1,3,5,5,3,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R1483,Customer Success,LATAM,1-3y,3,4,2,2,4,5,4,3,Interesting technical challenges.,Cross-team handoffs are slow.
R1484,Product,LATAM,3-5y,4,5,4,4,2,4,5,4,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R1485,Finance,NA,3-5y,4,5,5,3,3,2,4,5,Managers actually listen.,Not enough headcount for the roadmap.
R1486,Operations,APAC,3-5y,4,4,3,5,4,1,5,3,Strong onboarding buddy program.,On-call load is heavy this quarter.
R1487,Customer Success,NA,<1y,5,5,4,3,4,4,4,4,"Good customers, meaningful work.",Cross-team handoffs are slow.
R1488,Marketing,APAC,5y+,4,2,4,5,5,4,3,4,"Good customers, meaningful work.",On-call load is heavy this quarter.
R1489,Customer Success,NA,<1y,4,5,5,3,5,3,4,5,Strong onboarding buddy program.,Not enough headcount for the roadmap.
R1490,Engineering,NA,5y+,5,4,3,5,3,5,4,4,I learn something new every week.,"Too many meetings, not enough focus time."
R1491,Finance,APAC,<1y,4,2,5,4,3,4,3,4,Strong onboarding buddy program.,Career paths are unclear.
R1492,Customer Success,LATAM,3-5y,4,5,4,4,4,4,5,5,Leadership is transparent in town halls.,Career paths are unclear.
R1493,Engineering,NA,<1y,5,4,4,4,4,5,3,4,"Good customers, meaningful work.",Promotion process feels opaque.
R1494,Product,NA,3-5y,5,4,4,4,4,4,3,4,Leadership is transparent in town halls.,Compensation lags the market.
R1495,Finance,EMEA,5y+,5,3,5,4,4,4,3,4,Leadership is transparent in town halls.,Tooling is fragmented.
R1496,Customer Success,LATAM,5y+,2,4,3,4,5,5,3,4,"Good customers, meaningful work.",Cross-team handoffs are slow.
R1497,Product,NA,<1y,3,4,3,4,4,4,4,4,Flexible hours help a lot.,Cross-team handoffs are slow.
R1498,Operations,APAC,5y+,4,3,5,4,3,4,3,5,Leadership is transparent in town halls.,Promotion process feels opaque.
R1499,People,NA,5y+,4,5,4,4,5,5,3,4,Interesting technical challenges.,Tooling is fragmented.
R1500,Operations,EMEA,3-5y,3,3,3,4,3,1,4,3,Strong onboarding buddy program.,Not enough headcount for the roadmap.
